code,formation,start_time,location,operation_line,url
39K,233H023,08:34,<br/>,東神奈0613→0708八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈0813←0715八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈0816→0913八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1022←0921八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1032→1117橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌桜木町1216←1125橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└桜木町1221→1315八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1421←1320八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1432→1517橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌桜木町1618←1525橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└桜木町1623→1729八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1830←1734八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1838→1936八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈2041←1944八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈2047→2145八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈2248←2153八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈2258→2354八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=39K
39K,233H023,08:34,<br/>,町　田0025←2359八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=39K
19K,233H007,11:21,<br/>,小　机0514→0558八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌東神奈0703←0607八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└東神奈0707→0806八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌東神奈0913←0811八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└東神奈0920→1018八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌桜木町1125←1029八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└桜木町1132→1242八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌桜木町1345←1249八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└桜木町1352→1502八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌桜木町1605←1509八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└桜木町1614→1717八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌東神奈1822←1726八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└東神奈1831→1928八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌桜木町2040←1933八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└桜木町2049→2155八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,┌桜木町2314←2207八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=19K
19K,233H007,11:21,<br/>,└桜木町2322→0028八王子,https://loo-ool.com/rail/H/23/20250909/?U=19K
35K,233H024,08:41,<br/>,東神奈0604→0659八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町0811←0704八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町0817→0924八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1025←0929八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1031→1142八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1245←1149八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1252→1402八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1505←1409八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1512→1623八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1741←1637八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1746→1853八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,┌東神奈1957←1900八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=35K
35K,233H024,08:41,<br/>,└東神奈2008→2054橋　本,https://loo-ool.com/rail/H/22/20250909/?U=35K
09K(1),233H021,06:33,<br/>,小　机0628→0714八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,┌桜木町0824←0719八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,└桜木町0832→0925橋　本,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,－－－－－－－－－－－,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,┌東神奈1835←1751橋　本,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,└東神奈1843→1943八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,┌東神奈2051←1955八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=09K
09K(1),233H021,06:33,<br/>,└東神奈2104→2148橋　本,https://loo-ool.com/rail/H/22/20250909/?U=09K
45K(1),233H003,08:30,<br/>,中　山0625→0703八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈0806←0709八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈0812→0858橋　本,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,－－－－－－－－－－－,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈1811←1726橋　本,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈1819→1916八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈2021←1922八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈2030→2125八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈2226←2130八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈2238→2333八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=45K
45K(1),233H003,08:30,<br/>,東神奈0033←2338八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=45K
41K,,,,┌東神奈0710←0640町　田,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└東神奈0713→0743町　田┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌東神奈0820←0748町　田┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└東神奈0823→0908橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌桜木町1014←0921橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└桜木町1021→1115八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌東神奈1221←1120八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└東神奈1232→1317橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌桜木町1416←1325橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└桜木町1421→1515八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌桜木町1627←1521八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└桜木町1632→1737八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,┌磯　子1902←1743八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=41K
41K,,,,└磯　子1912→2018橋　本,https://loo-ool.com/rail/H/22/20250909/?U=41K
,,,,,https://loo-ool.com/rail/H/28/20250909/
07K,,,,┌東神奈0517←0434橋　本,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈0535→0630八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌東神奈0733←0635八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈0739→0837八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌桜木町0953←0846八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└桜木町1001→1055八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌東神奈1201←1100八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈1212→1257橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌桜木町1356←1305橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└桜木町1402→1455八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌東神奈1602←1500八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈1615→1700橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌東神奈1752←1707橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈1801→1847橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,┌東神奈1939←1855橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=07K
07K,,,,└東神奈1946→2031橋　本,https://loo-ool.com/rail/H/22/20250909/?U=07K
33K,233H027,06:44,<br/>,町　田0456→0521八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,┌東神奈0629←0534八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,└東神奈0638→0737八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,┌磯　子0900←0742八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,└磯　子0914→1029八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,┌東神奈1141←1040八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,└東神奈1152→1237橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,┌桜木町1336←1245橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,└桜木町1341→1435八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=33K
33K,233H027,06:44,<br/>,東神奈1542←1440八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=33K
47K,233H020,05:53 八王子発車待ち,<br/>,東神奈0454→0549八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈0649←0554八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈0654→0751八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈0855←0756八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈0905→1000八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1105←1009八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1112→1222八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1325←1229八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1332→1442八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1545←1449八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1551→1656八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈1805←1708八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈1813→1859橋　本,https://loo-ool.com/rail/H/23/20250909/?U=47K
43K,,,,┌磯　子0842←0736橋　本,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└磯　子0855→1009八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌東神奈1121←1020八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└東神奈1132→1218橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌桜木町1316←1225橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└桜木町1321→1415八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌東神奈1521←1420八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└東神奈1532→1617橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌桜木町1715←1623橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└桜木町1725→1831八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌東神奈1934←1838八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└東神奈1939→2036八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,┌東神奈2141←2046八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=43K
43K,,,,└東神奈2151→2235橋　本,https://loo-ool.com/rail/H/22/20250909/?U=43K
23K,,,,┌磯　子0829←0724橋　本,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└磯　子0840→0954八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌東神奈1101←1000八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└東神奈1112→1157橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌桜木町1256←1205橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└桜木町1301→1355八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌東神奈1501←1400八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└東神奈1512→1557橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌磯　子1715←1610橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└磯　子1728→1844八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌東神奈1949←1849八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└東神奈2000→2101八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,┌桜木町2211←2108八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,└桜木町2218→2322八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=23K
23K,,,,東神奈0022←2327八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=23K
15K,233H015,08:21,<br/>,┌桜木町0746←0651橋　本,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町0754→0859八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈0959←0904八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1012→1057橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町1156←1105橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町1201→1255八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈1401←1300八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1412→1457橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町1556←1505橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町1601→1706八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈1816←1718八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1825→1911橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町2010←1918橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町2017→2109橋　本,https://loo-ool.com/rail/H/23/20250909/?U=15K
31K,,,,┌磯　子0812←0706橋　本,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└磯　子0827→0943八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌桜木町1045←0949八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└桜木町1052→1202八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌桜木町1305←1209八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└桜木町1312→1422八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌桜木町1525←1429八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└桜木町1532→1636八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌桜木町1751←1647八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└桜木町1801→1906八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌桜木町2020←1911八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└桜木町2031→2135八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,┌東神奈2237←2141八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=31K
31K,,,,└東神奈2248→2318町　田,https://loo-ool.com/rail/H/22/20250909/?U=31K
47K,233H020,05:53 八王子発車待ち,<br/>,東神奈0454→0549八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈0649←0554八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈0654→0751八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈0855←0756八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈0905→1000八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1105←1009八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1112→1222八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1325←1229八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1332→1442八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌桜木町1545←1449八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└桜木町1551→1656八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,┌東神奈1805←1708八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=47K
47K,233H020,05:53 八王子発車待ち,<br/>,└東神奈1813→1859橋　本,https://loo-ool.com/rail/H/22/20250909/?U=47K
15K,233H015,08:21,<br/>,┌桜木町0746←0651橋　本,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町0754→0859八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈0959←0904八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1012→1057橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町1156←1105橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町1201→1255八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈1401←1300八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1412→1457橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町1556←1505橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町1601→1706八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌東神奈1816←1718八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└東神奈1825→1911橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,┌桜木町2010←1918橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=15K
15K,233H015,08:21,<br/>,└桜木町2017→2109橋　本,https://loo-ool.com/rail/H/22/20250909/?U=15K
03K,233H017,08:12,<br/>,東神奈0545→0640八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈0748←0651八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈0752→0840橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈0929←0846橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈0943→1040八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌桜木町1145←1049八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└桜木町1152→1302八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌桜木町1405←1309八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└桜木町1412→1522八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌磯　子1645←1529八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└磯　子1700→1820八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌磯　子1945←1827八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└磯　子1955→2113八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈2214←2119八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈2219→2303橋　本,https://loo-ool.com/rail/H/22/20250909/?U=03K
03K,233H017,08:12,<br/>,東神奈0545→0640八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈0748←0651八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈0752→0840橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈0929←0846橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈0943→1040八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌桜木町1145←1049八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└桜木町1152→1302八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌桜木町1405←1309八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└桜木町1412→1522八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌磯　子1645←1529八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└磯　子1700→1820八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌磯　子1945←1827八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└磯　子1955→2113八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,┌東神奈2214←2119八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=03K
03K,233H017,08:12,<br/>,└東神奈2219→2303橋　本,https://loo-ool.com/rail/H/23/20250909/?U=03K
13K,233H004,08:18,<br/>,┌東神奈0549←0453八王子,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,└東神奈0555→0650八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,┌東神奈0755←0657八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,└東神奈0758→0829町　田┐,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,┌東神奈0906←0835町　田┘,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,└東神奈0910→0954橋　本┐,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,┌桜木町1057←1005橋　本┘,https://loo-ool.com/rail/H/23/20250909/?U=13K
13K,233H004,08:18,<br/>,└桜木町1102→1155八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=13K
